Class,Class Number,Class Section,Class Section-B,Class Time,Class Room,Class Instructor,Rating
ENG 2150,43164,GMWE-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 4-180,Nadim Essey,No Rating
ENG 2150,43168,GMWF-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 13-130,Lindsay Lehman,4.1
ENG 2150,43173,GMWG-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 4-225,Chelsea Largent,4.0
ENG 2150,43177,GTRA-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 10-125,Saundra Towns,2.02
ENG 2150,43180,GTRB-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 4-160,Judith Entes,3.8
ENG 2150,43183,GTRC-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 7-205,Monica Vecchio,3.7
ENG 2150,43184,GTRD-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 9-140,Rasheed Hinds,4.9
ENG 2150,43185,GTRE-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 4-225,Christopher Campanioni,4.6
ENG 2150,43187,GTRF-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 9-170,Tonianne Bellomo,No Rating
ENG 2150,43188,GTRG-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 13-145,Paulette Oke,2.71
ENG 2150,43190,GTRI-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 13-150,Spencer Everett,5.0
ENG 2150,43193,GTRJ-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 13-155,Leah Carroll,4.2
ENG 2150,43208,HMWA-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 4-213,Nicole Dennis-Benn,2.5
ENG 2150,43209,HMWB-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 10-165,Saundra Towns,2.02
ENG 2150,43211,HMWD-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 1222,Walter Corwin,2.8
ENG 2150,43212,HMWE-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 1224,Catherine Russell,No Rating
ENG 2150,43213,HMWF-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 713,Corey Mead,4.9
ENG 2150,43214,HMWG-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 714,Judah Rubin,No Rating
ENG 2150,43215,HMWI-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 12-130,Frank Martinelli,3.8
ENG 2150,43216,HTRA-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 6-140,Saundra Towns,2.02
ENG 2150,43219,HTRB-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 305,Sheila Getzen,3.26
ENG 2150,43220,HTRC-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 4-225,Judith Entes,3.8
ENG 2150,43221,HTRD-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 307,Velina Manolova,3.8
ENG 2150,43222,HTRE-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 1224,Rasheed Hinds,4.9
ENG 2150,65477,HTRF-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 714,Christopher Campanioni,4.6
ENG 2150,43210,HWA-LEC,Regular,We 09:55 - 11:35,B - Vert 13-130,Karen Hammer,2.9
ENG 2150,43226,HWFA-LEC,Regular,WeFr 09:55 - 11:35,A - 17 Lex 1206,Richard Harty,No Rating
ENG 2150,43227,JMWA-LEC,Regular,MoWe 12:25 - 14:05,A - 17 Lex 1222,Carol Rial,No Rating
ENG 2150,43228,JMWB-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 6-180,Corey Mead,4.9
ENG 2150,43229,JMWC-LEC,Regular,MoWe 12:25 - 14:05,A - 17 Lex 1224,Walter Corwin,2.8
ENG 2150,65478,JMWD-LEC,Regular,MoWe 12:25 - 14:05,A - 17 Lex 712,Nicole Dennis-Benn,2.5
ENG 2150,43230,JMWE-LEC,Regular,MoWe 12:25 - 14:05,A - 17 Lex 711,Peter Vilbig,No Rating
ENG 2150,43231,JMWF-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 12-130,Suzanna Riordan,4.5
ENG 2150,65479,JMWG-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 12-140,William Tashman,2.68
ENG 2150,76775,JMWI-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 10-165,Donald Mengay,3.1
ENG 2150,44471,JTA-LEC,Regular,Tu 12:25 - 14:05,B - Vert 6-180,Carina Pasquesi,4.06
ENG 2150,43207,JWA-LEC,Regular,We 12:25 - 14:05,A - 17 Lex 1402,Jeanne Stauffer-Merle,3.54
ENG 2150,43232,JWFA-LEC,Regular,WeFr 12:25 - 14:05,A - 17 Lex 1005,Katherine Eickmeyer,No Rating
ENG 2150,43233,JWFB-LEC,Regular,WeFr 12:25 - 14:05,A - 17 Lex 1307,Richard Harty,No Rating
ENG 2150,43234,KMWA-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1222,Suzanna Riordan,4.5
ENG 2150,43235,KMWB-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 714,Cynthia Thompson,4.5
ENG 2150,43236,KMWC-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1302,Jennifer Sylvor,3.9
ENG 2150,43237,KMWD-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1224,Donna Hill,5.0
ENG 2150,43238,KMWE-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 710,Anne McFadden,4.6
ENG 2150,43239,KMWF-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 711,Camilo Roldan,1.9
ENG 2150,43240,KMWG-LEC,Regular,MoWe 14:55 - 16:35,B - Vert 12-130,William Tashman,2.68
ENG 2150,43244,KRA-LEC,Regular,Th 14:55 - 16:35,B - Vert 9-175,Sheila Getzen,3.26
ENG 2150,43223,KTA-LEC,Regular,Tu 14:55 - 16:35,B - Vert 9-140,Lisa Blankenship,4.5
ENG 2150,43241,KTRA-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 1222,Maria Plochocki,0.0
ENG 2150,43242,KTRB-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 1520,Marcos Gonsalez,4.8
ENG 2150,43243,KTRC-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 1224,Linda Neiberg,No Rating
ENG 2150,65480,KTRD-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 713,Charles Rowe,No Rating
ENG 2150,44828,SMWA-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 1321,Cynthia Thompson,4.5
ENG 2150,44716,SMWB-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 1222,Alexis Quinlan,3.2
ENG 2150,43246,STRA-LEC,Regular,TuTh 17:40 - 19:20,B - Vert 3-120,Carolyn Cooper,4.0
ENG 2150,43248,TMWA-LEC,Regular,MoWe 19:45 - 21:25,B - Vert 5-175,Patricia Kim,4.7
ENG 2150,43250,TTRA-LEC,Regular,TuTh 19:45 - 21:25,B - Vert 4-218,Carolyn Cooper,4.0
ENG 2150H,43252,JMWH-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 8-190,Michael Staub, ,4.0
ENG 2150T,43255,BTRA-LEC,Regular,TuTh 09:05 - 12:00,B - Vert 6-150,Barbara Schreiber,2.8
ENG 2150T,43256,BTRB-LEC,Regular,TuTh 09:05 - 12:00,A - 17 Lex 1012,Joanne Grumet,5.0
ENG 2150T,44443,BTRC-LEC,Regular,TuTh 09:05 - 12:00,A - 17 Lex 1003,Matthew Lombardi,No Rating
ENG 2150T,43258,CMWA-LEC,Regular,MoWe 10:45 - 13:40,A - 17 Lex 1014,Amy Berman,4.19
ENG 2150T,43260,NMWA-LEC,Regular,MoWe 14:30 - 17:25,B - Vert 3-190,Miriam Applebaum,3.4
ENG 2150T,65483,NTRA-LEC,Regular,Tu 14:30 - 17:25,B - Vert 7-205,Ellen Block,3.0
ENG 2150T,43262,NWA-LEC,Regular,We 14:30 - 17:25,B - Vert 9-116,Ellen Block,3.0
ENG 2150T,43264,UMWA-LEC,Regular,MoWe 18:05 - 21:00,A - 17 Lex 1310,Ellen Lask,2.68
ENG 2800,43289,GMWA-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 6-119,Harold Brent,2.88
ENG 2800,43295,GMWB-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 4-213,Kimberly Ambroziak,4.8
ENG 2800,43290,GTRA-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 6-175,Michael Polesny,5.0
ENG 2800,43291,GTRB-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 12-130,Patrick Reilly,2.83
ENG 2800,44473,HFA-LEC,Regular,Fr 09:55 - 11:35,B - Vert 12-175,Harold Ramdass,4.5
ENG 2800,43293,HMWA-LEC,Regular,MoWe 09:55 - 11:35,C - Newman 108,Kimberly Ambroziak,4.8
ENG 2800,43294,HMWB-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 710,Anne McFadden,4.6
ENG 2800,65484,HMWC-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 712,Suzette Andrews-Parker,No Rating
ENG 2800,43296,HRA-LEC,Regular,Th 09:55 - 11:35,B - Vert 12-130,Michael Healy,5.0
ENG 2800,43297,HTFA-LEC,Regular,TuFr 09:55 - 11:35,A - 17 Lex 712,Suzanne Wolkenfeld,2.5
ENG 2800,43298,HTRA-LEC,Regular,TuTh 09:55 - 11:35,C - Newman 108,Michael Polesny,5.0
ENG 2800,43299,HTRB-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 1206,Tom Ribitzky,No Rating
ENG 2800,43300,JFA-LEC,Regular,Fr 12:25 - 14:05,B - Vert 4-190,Harold Ramdass,4.5
ENG 2800,43301,JMWA-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 4-185,Tuzyline Allan,3.1
ENG 2800,43302,JMWB-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 9-155,Donna Hill,5.0
ENG 2800,43303,JMWC-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 7-155,Michael Miller,3.7
ENG 2800,43304,JMWD-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 3-165,Charlotte Thurston,No Rating
ENG 2800,43305,JTFA-LEC,Regular,TuFr 12:25 - 14:05,B - Vert 6-175,Suzanne Wolkenfeld,2.5
ENG 2800,43306,KMWA-LEC,Regular,MoWe 14:55 - 16:35,B - Vert 10-165,Gabriel Alkon,4.18
ENG 2800,43307,KMWB-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1403,Armando Mastrogiovanni,No Rating
ENG 2800,43308,KMWC-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1405,Sheila Spector,2.8
ENG 2800,44073,KMWD-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1402,Charlotte Thurston,No Rating
ENG 2800,43309,KTRA-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 710,E David Hohl,No Rating
ENG 2800,43310,KTRB-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 711,Kathryn Swanton,No Rating
ENG 2800,43311,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 9-175,Fabio Battista,No Rating
ENG 2800,43313,SMWA-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 1208,Sheila Spector,2.8
ENG 2800,43314,SMWB-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 714,Armando Mastrogiovanni,No Rating
ENG 2800,43315,SMWC-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 1302,Colin Campbell,No Rating
ENG 2800,43316,STRA-LEC,Regular,TuTh 17:40 - 19:20,A - 17 Lex 713,E David Hohl,No Rating
ENG 2800,43317,STRB-LEC,Regular,TuTh 17:40 - 19:20,A - 17 Lex 303,Kathryn Swanton,No Rating
ENG 2800,43319,TMWA-LEC,Regular,MoWe 19:45 - 21:25,B - Vert 9-135,Colin Campbell,No Rating
ENG 2800,43324,TTRA-LEC,Regular,TuTh 19:45 - 21:25,B - Vert 12-116,Linda Neiberg,No Rating
ENG 2800,43326,TTRB-LEC,Regular,TuTh 19:45 - 21:25,B - Vert 9-175,David Gerrard,No Rating
ENG 2850,43332,GMWA-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 10-165,Brian Gempp,4.0
ENG 2850,43334,GMWB-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 12-130,Stephen Garrin,3.8
ENG 2850,43335,GTRA-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 12-140,Carina Pasquesi,4.06
ENG 2850,43346,GTRB-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 9-125,Rebecca Salois,4.3
ENG 2850,43338,HMWA-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 1202,Shinae Lee,4.7
ENG 2850,43340,HMWB-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 1303,Ting Zhang,3.6
ENG 2850,43345,HMWC-LEC,Regular,MoWe 09:55 - 11:35,A - 17 Lex 711,Meredith Benjamin,3.97
ENG 2850,43352,HTFA-LEC,Regular,TuFr 09:55 - 11:35,A - 17 Lex 713,Tal Kastner,2.5
ENG 2850,43348,HTRA-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 9-125,Spencer Everett,5.0
ENG 2850,43350,HTRB-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 710,Patrick Reilly,2.83
ENG 2850,65489,HTRC-LEC,Regular,TuTh 09:55 - 11:35,A - 17 Lex 711,Catherine Young,3.5
ENG 2850,43353,HWA-LEC,Regular,We 09:55 - 11:35,A - 17 Lex 1307,Kelly Nims,3.9
ENG 2850,43354,JMWA-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 9-160,Harold Brent,2.88
ENG 2850,43355,JMWB-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 5-165,Camilo Roldan,1.9
ENG 2850,43357,JMWC-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 13-145,Kelly Nims,3.9
ENG 2850,43359,JMWD-LEC,Regular,MoWe 12:25 - 14:05,A - 17 Lex 1311,Marc Rickenbach,4.6
ENG 2850,57032,JMWE-LEC,Regular,MoWe 12:25 - 14:05,A - 17 Lex 1421,Jennifer Sylvor,3.9
ENG 2850,43370,JTA-LEC,Regular,Tu 12:25 - 14:05,B - Vert 6-118,Miciah Hussey,4.0
ENG 2850,43374,KMWA-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1307,Meredith Benjamin,3.97
ENG 2850,43375,KMWB-LEC,Regular,MoWe 14:55 - 16:35,A - 17 Lex 1206,Anick Boyd,2.5
ENG 2850,43377,KMWC-LEC,Regular,MoWe 14:55 - 16:35,C - Newman 108,Andrea Fernandez,4.8
ENG 2850,44081,KTA-LEC,Regular,Tu 14:55 - 16:35,A - 17 Lex 1402,Nicole Zeftel,3.8
ENG 2850,43379,KTRA-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 4-185,Benjamin Frischer,No Rating
ENG 2850,43380,KTRB-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 709,Kevin Frank,3.8
ENG 2850,43382,KTRC-LEC,Regular,TuTh 14:55 - 16:35,A - 17 Lex 1014,Michael Healy,5.0
ENG 2850,57033,KWA-LEC,Regular,We 14:55 - 16:35,A - 17 Lex 303,Jeanne Stauffer-Merle,3.54
ENG 2850,43395,OSA-LEC,Regular,Sa 09:05 - 12:50,A - 17 Lex 1202,Jonathan Appels,No Rating
ENG 2850,43383,SMWA-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 713,Avra Spector,3.6
ENG 2850,43385,SMWB-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 712,Anick Boyd,2.5
ENG 2850,57127,SRA-LEC,Regular,Th 17:40 - 19:20,B - Vert 10-130,James Ely Shipley,No Rating
ENG 2850,43388,STA-LEC,Regular,Tu 17:40 - 19:20,B - Vert 3-190,Nicole Zeftel,3.8
ENG 2850,43386,STRA-LEC,Regular,TuTh 17:40 - 19:20,B - Vert 9-120,Margaret Hazell,4.4
ENG 2850,43387,STRB-LEC,Regular,TuTh 17:40 - 19:20,A - 17 Lex 710,Kevin Frank,3.8
ENG 2850,43392,TMA-LEC,Regular,Mo 19:45 - 21:25,B - Vert 11-150,Christopher Trogan,4.73
ENG 2850,43389,TMWA-LEC,Regular,MoWe 19:45 - 21:25,B - Vert 9-125,Avra Spector,3.6
ENG 2850,43391,TTRA-LEC,Regular,TuTh 19:45 - 21:25,B - Vert 12-130,Margaret Hazell,4.4
ENG 2850,43393,WSA-LEC,Regular,Sa 13:15 - 17:00,A - 17 Lex 1202,Jonathan Appels,No Rating
ENG 2850H,57034,HTH-LEC,Regular,Tu 09:55 - 11:35,B - Vert 3-195,Jessica Lang,4.3
ENG 3001,58126,JAN2-LEC,Winter,MoTuWeThFr 11:00 - 13:30,B - Vert 10-165,Frank Cioffi,4.4
ENG 3010,44523,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 9-160,William McClellan,4.0
ENG 3015,43217,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-175,Mary McGlynn,4.3
ENG 3020,57037,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1520,Rick Rodriguez,3.3
ENG 3025,44208,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 12-116,Corey Mead,4.9
ENG 3032,65501,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 12-140,Eva Chou,2.6
ENG 3034,43405,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 4-185,Tuzyline Allan,3.1
ENG 3036,57038,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 9-160,Amina El-Annan,No Rating
ENG 3045,44207,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 307,Allison Curseen,No Rating
ENG 3270,44213,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 4-185,Claude Taylor,4.3
ENG 3610,65502,NWA-LEC,Regular,We 14:30 - 17:25,B - Vert 8-190,Amitav Ghosh,No Rating
ENG 3610H,65503,NWH-LEC,Regular,We 14:30 - 17:25,B - Vert 8-190,Amitav Ghosh,No Rating
ENG 3645,44474,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 9-117,Grace Schulman,3.38
ENG 3680,58125,JN1H-LEC,Winter,MoTuWe 09:55 - 12:00,B - Vert 4-212,Cheryl Smith,4.7
ENG 3685,57039,JKTA-LEC,Regular,Tu 12:25 - 15:20,B - Vert 9-117,Judith Entes,3.8
ENG 3750,43419,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 8-160,Gerard Dalgish,4.5
ENG 3780,44522,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 4-175,Harold Brent,2.88
ENG 3950,43429,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 9-135,Frank Cioffi,4.4
ENG 3950,58127,JAN1-LEC,Winter,MoTuWeThFr 09:30 - 12:00,B - Vert 10-130,Jessica Lang,4.3
ENG 3950H,57043,ETRH-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 4-214,Allison Deutermann,4.9
ENG 4010,65520,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 4-220,James Ely Shipley,No Rating
ENG 4020,57044,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 9-140,Donald Mengay,3.1
ENG 4120,43464,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 10-140,William McClellan,4.0
ENG 4140,43465,CMWA-LEC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1311,Lauren Silberman,3.6
ENG 4140,65517,DMWA-LEC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 307,Lauren Silberman,3.6
ENG 4170,65518,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1224,Laura Kolb,4.5
ENG 4300,65519,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 6-119,Jacqueline Disalvo,No Rating
ENG 4460,57046,CTRA-LEC,Regular,TuTh 10:45 - 12:00,A - 17 Lex 1303,Shelly Eversley,4.81
ENG 4510,43471,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 9-145,Frank Cioffi,4.4
ENG 5000,80292,AUB3-LEC,Regular,TBA,TBA,Timothy Aubry,4.4
ENG 5000,80208,CIO3-LEC,Regular,TBA,TBA,Frank Cioffi,4.4
ENG 5000,80207,DAL3-LEC,Regular,TBA,TBA,Gerard Dalgish,4.5
ENG 5000,80244,FRA3-LEC,Regular,TBA,TBA,Kevin Frank,3.8
ENG 5000,80352,KOL1-LEC,Regular,TBA,TBA,Laura Kolb,4.5
ENG 5000,80206,MEA3-LEC,Regular,TBA,TBA,Corey Mead,4.9
ENG 5000,77741,MEAD-LEC,Regular,TBA,TBA,Corey Mead,4.9
ENG 5001,77745,JNKF-LEC,Winter,TBA,TBA,Kevin Frank,3.8
ENG 6002H,78482,DEUT-LEC,Regular,TBA,TBA,Allison Deutermann,4.9
ENG 6002H,78483,MENG-LEC,Regular,TBA,TBA,Donald Mengay,3.1
ENG 6002H,79157,SHIP-LEC,Regular,TBA,TBA,James Ely Shipley,No Rating
ENV 1003L,44246,CMWB-REC,Regular,MoWe 08:30 - 08:55,A - 17 Lex 1002,Aida Verdes Gorin,No Rating
ENV 1003L,44247,CMWC-REC,Regular,MoWe 12:15 - 12:40,A - 17 Lex 1000J,Camila Granados Cifuentes,No Rating
ENV 1003L,44881,CMWD-REC,Regular,MoWe 12:15 - 12:40,A - 17 Lex 1002,John Gosnell,No Rating
ENV 1003L,44245,CMWH-REC,Regular,MoWe 08:30 - 08:55,A - 17 Lex 1000J,Camila Granados Cifuentes,No Rating
ENV 1003L,44244,CMWL-LEC,Regular,MoWe 11:10 - 12:00,A - 17 Lex 1220,Camila Granados Cifuentes,No Rating
ENV 1003L,44248,CMWX-REC,Regular,Mo 12:25 - 13:15,A - 17 Lex 1005,Aida Verdes Gorin,No Rating
ENV 1003L,57124,JN1X-LEC,Winter,MoTuWeThFr 09:30 - 12:00,A - 17 Lex 711,Eva Kneip,3.23
ENV 1003L,44253,SMWA-REC,Regular,MoWe 15:20 - 15:45,A - 17 Lex 1000J,Eva Kneip,3.23
ENV 1003L,44254,SMWB-REC,Regular,MoWe 15:20 - 15:45,A - 17 Lex 1002,Tasneem Qamar,3.34
ENV 1003L,44255,SMWC-REC,Regular,MoWe 18:40 - 19:05,A - 17 Lex 1000J,Tasneem Qamar,3.34
ENV 1003L,44256,SMWD-REC,Regular,MoWe 18:40 - 19:05,A - 17 Lex 1002,Donald Mcclelland,4.7
ENV 1003L,44252,SMWL-LEC,Regular,MoWe 17:40 - 18:30,A - 17 Lex 1220,Donald Mcclelland,4.7
ENV 1004,44882,CMWB-LAB,Regular,MoWe 09:05 - 10:20,A - 17 Lex 1002,Aida Verdes Gorin,No Rating
ENV 1004,44249,CMWC-LAB,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1000J,Camila Granados Cifuentes,No Rating
ENV 1004,44250,CMWD-LAB,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1002,John Gosnell,No Rating
ENV 1004,44251,CMWX-LAB,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1000J,John Gosnell,No Rating
ENV 1004,54180,HMWX-LAB,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1002,Aida Verdes Gorin,No Rating
ENV 1004,44257,SMWA-LAB,Regular,MoWe 15:55 - 17:10,A - 17 Lex 1000J,Eva Kneip,3.23
ENV 1004,44258,SMWB-LAB,Regular,MoWe 15:55 - 17:10,A - 17 Lex 1002,Tasneem Qamar,3.34
ENV 1004,44259,SMWC-LAB,Regular,MoWe 19:20 - 20:35,A - 17 Lex 1000J,Tasneem Qamar,3.34
ENV 1004,44260,SMWD-LAB,Regular,MoWe 19:20 - 20:35,A - 17 Lex 1002,Donald Mcclelland,4.7
ENV 1004H,44456,CMWH-LAB,Regular,MoWe 09:05 - 10:20,A - 17 Lex 1000J,Camila Granados Cifuentes,No Rating
ENV 1020,44262,ETRA-LAB,Regular,TuTh 09:55 - 11:35,A - 17 Lex 1000J,Emily Goetz,5.0
ENV 1020,44263,ETRB-LAB,Regular,Tu 12:25 - 14:05,A - 17 Lex 1000J,Emily Goetz,5.0
ENV 1020,44261,ETRL-LEC,Regular,TuTh 14:30 - 15:20,A - 17 Lex 1203,Chester Zarnoch,4.5
ENV 1020,54186,STRA-LAB,Regular,TuTh 15:20 - 17:00,A - 17 Lex 1000J,Mary Alldred,No Rating
ENV 1020,54187,STRB-LAB,Regular,TuTh 18:40 - 20:20,A - 17 Lex 1000J,Mary Alldred,No Rating
ENV 1020,54185,STRL-LEC,Regular,TuTh 17:40 - 18:30,A - 17 Lex 1000H,David Gruber,4.3
ENV 3001,54198,STRA-LEC,Regular,Tu 17:40 - 20:20,A - 17 Lex 505,Chester Zarnoch,4.5
ENV 3009,65466,BFA-LEC,Regular,Fr 09:30 - 14:55,A - 17 Lex 1002,John Gosnell,No Rating
ENV 4020,77542,JCUB-LEC,Winter,TBA,TBA,David Gruber,4.3
ENV 4900,54202,BFA-LEC,Regular,Fr 09:30 - 14:55,A - 17 Lex 1002,John Gosnell,No Rating
ENV 4900,54201,GOSN-LEC,Regular,TBA,TBA,John Gosnell,No Rating
ENV 4900,44310,STRA-LEC,Regular,Tu 17:40 - 20:20,A - 17 Lex 505,Chester Zarnoch,4.5
ENV 5000,77736,GOSN-LEC,Regular,TBA,TBA,John Gosnell,No Rating
ENV 5000,80210,GRA4-LEC,Regular,TBA,TBA,Camila Granados Cifuentes,No Rating
ENV 5000,80209,GRU3-LEC,Regular,TBA,TBA,David Gruber,4.3
FIN 3000,43909,BM-LEC,Regular,Mo 09:05 - 10:20,B - Vert 10-150,Yang Liu,4.0
FIN 3000,43904,BR-LEC,Regular,Th 09:05 - 10:20,B - Vert 10-155,Qijian Wang,2.6
FIN 3000,44223,BT-LEC,Regular,Tu 09:05 - 10:20,B - Vert 4-211,Qijian Wang,2.6
FIN 3000,44803,BW-LEC,Regular,We 09:05 - 10:20,B - Vert 10-150,Zhaojun Huang,5.0
FIN 3000,43910,CMW-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 4-120,Taye Tefera,2.2
FIN 3000,43905,CTR-LEC,Regular,TuTh 10:45 - 12:00,A - 17 Lex 1220,Yehuda Izhakian,2.9
FIN 3000,43911,EMW-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 8-135,Meng Tian,3.6
FIN 3000,43906,ETR-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 9-155,Yehuda Izhakian,2.9
FIN 3000,43912,FMW-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 5-165,Liuren Wu,0.0
FIN 3000,43907,FTR-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 9-155,Wei He,3.5
FIN 3000,43916,MS-LEC,Regular,Sa 11:10 - 14:05,B - Vert 11-140,Aditya Kashikar,No Rating
FIN 3000,77932,MSB-LEC,Regular,Sa 11:10 - 14:05,B - Vert 9-155,Charu Rana,3.1
FIN 3000,44857,NFA-LEC,Regular,Fr 14:30 - 15:45,B - Vert 10-150,Hongqi Liu,3.44
FIN 3000,43915,NFB-LEC,Regular,Fr 16:10 - 17:25,B - Vert 11-130,Yang Liu,4.0
FIN 3000,43913,PMW-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 5-165,Liuren Wu,0.0
FIN 3000,43908,PTR-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 9-155,Yehuda Izhakian,2.9
